Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
MIA,1991,12,3.60%,4.10%,12.50%,12.40%,-1.60%,-2.00%
DET,1991,12,-0.30%,-1.10%,10.20%,8.80%,-1.40%,-0.80%
GB,1991,12,-24.50%,-24.20%,-0.10%,-1.50%,4.80%,5.20%
CIN,1991,12,-7.20%,-8.20%,14.60%,15.30%,0.90%,1.70%
ARI,1991,12,-19.90%,-20.10%,7.50%,7.60%,-0.70%,-0.60%
NE,1991,12,-25.30%,-23.50%,9.30%,10.10%,-0.80%,-0.20%
TB,1991,12,-35.00%,-38.50%,-0.10%,1.30%,-5.50%,-5.20%
IND,1991,12,-26.10%,-25.90%,14.70%,14.90%,-1.30%,-0.20%
WAS,1991,13,25.90%,25.60%,-22.60%,-20.20%,8.10%,6.00%
KC,1991,13,13.80%,13.40%,-8.90%,-7.60%,2.40%,3.40%
NO,1991,13,-11.10%,-10.80%,-31.60%,-31.70%,-3.40%,-4.90%
PHI,1991,13,-24.30%,-23.00%,-36.50%,-35.50%,3.60%,3.80%
SF,1991,13,11.60%,12.10%,-8.00%,-7.50%,-4.60%,-4.30%
BUF,1991,13,24.20%,20.90%,7.30%,6.20%,-2.70%,-0.70%
HOU,1991,13,9.70%,8.40%,-10.50%,-11.50%,-6.30%,-8.00%
CHI,1991,13,6.60%,6.60%,-11.00%,-10.40%,-4.80%,-5.70%
OAK,1991,13,1.00%,3.40%,-6.80%,-10.10%,4.60%,5.30%
NYG,1991,13,9.80%,9.90%,2.80%,4.60%,0.30%,0.30%
ATL,1991,13,0.00%,3.10%,-0.40%,1.90%,3.80%,5.40%
DEN,1991,13,1.90%,-3.70%,-10.00%,-9.00%,-7.90%,-7.20%
NYJ,1991,13,13.80%,14.70%,6.60%,5.40%,-3.80%,-4.20%
MIN,1991,13,13.90%,18.50%,10.50%,11.20%,-0.50%,-0.30%
CLE,1991,13,6.60%,7.20%,5.40%,7.10%,-0.20%,-0.40%
SD,1991,13,6.50%,8.50%,5.30%,6.50%,-0.30%,0.50%
DAL,1991,13,13.10%,11.30%,11.70%,9.40%,-1.70%,-2.00%
SEA,1991,13,-12.00%,-14.80%,-8.90%,-9.00%,2.50%,3.40%
PIT,1991,13,-1.20%,-0.30%,6.30%,6.60%,3.70%,2.30%
DET,1991,13,3.00%,4.60%,8.40%,6.30%,-0.20%,1.00%
STL,1991,13,8.50%,10.20%,18.50%,19.10%,4.10%,4.00%
MIA,1991,13,4.90%,3.60%,11.80%,8.80%,-1.00%,-1.10%
GB,1991,13,-25.50%,-25.30%,-1.20%,-2.20%,4.20%,4.60%
CIN,1991,13,-9.70%,-10.50%,16.50%,15.00%,-2.00%,-1.90%
ARI,1991,13,-20.30%,-21.60%,8.10%,7.70%,-0.80%,-0.20%
NE,1991,13,-24.20%,-23.30%,4.30%,3.70%,-2.20%,-2.90%
TB,1991,13,-32.00%,-35.00%,1.80%,3.50%,-6.00%,-4.70%
IND,1991,13,-27.50%,-27.10%,13.30%,13.10%,-1.00%,1.20%
WAS,1991,14,26.90%,28.30%,-22.60%,-21.50%,9.00%,6.60%
KC,1991,14,14.60%,14.40%,-8.00%,-6.40%,2.50%,3.20%
PHI,1991,14,-23.70%,-19.00%,-40.00%,-40.80%,2.70%,2.30%
SF,1991,14,16.20%,17.70%,-3.00%,-0.80%,-3.20%,-2.50%
NO,1991,14,-7.40%,-7.10%,-26.70%,-25.40%,-3.80%,-5.50%
BUF,1991,14,20.50%,16.40%,3.90%,2.20%,-1.90%,0.60%
HOU,1991,14,8.90%,6.70%,-10.30%,-12.00%,-4.60%,-5.90%
OAK,1991,14,-3.00%,-1.70%,-8.60%,-13.00%,5.10%,6.00%
CHI,1991,14,2.10%,1.50%,-11.50%,-11.60%,-6.00%,-7.30%
NYG,1991,14,9.10%,9.90%,3.30%,5.40%,-0.10%,-0.10%
DEN,1991,14,2.60%,-2.90%,-9.40%,-9.60%,-6.70%,-5.00%
NYJ,1991,14,10.70%,12.70%,3.80%,1.70%,-3.70%,-3.90%
CLE,1991,14,6.50%,7.20%,2.80%,5.30%,-0.90%,-1.90%
MIN,1991,14,13.30%,18.10%,10.30%,10.20%,-0.50%,-0.20%
ATL,1991,14,1.50%,4.00%,4.00%,6.40%,4.70%,6.80%
SD,1991,14,4.40%,6.20%,2.60%,3.10%,-0.50%,0.30%
DAL,1991,14,12.40%,7.70%,10.90%,8.90%,-2.10%,-2.00%
DET,1991,14,0.90%,0.20%,4.10%,1.20%,1.40%,2.80%
SEA,1991,14,-11.50%,-13.00%,-6.80%,-4.60%,2.20%,2.90%
PIT,1991,14,-1.20%,0.40%,5.30%,4.90%,1.40%,-0.80%
MIA,1991,14,8.70%,8.80%,14.10%,13.00%,0.00%,0.50%
STL,1991,14,7.10%,9.90%,17.80%,19.90%,2.50%,1.70%
GB,1991,14,-19.20%,-18.60%,2.10%,0.50%,2.70%,2.90%
CIN,1991,14,-8.20%,-9.90%,16.30%,15.30%,-0.10%,0.80%
ARI,1991,14,-20.40%,-24.20%,8.10%,8.20%,-0.80%,-0.30%
NE,1991,14,-22.40%,-17.70%,4.90%,3.70%,-2.40%,-3.00%
TB,1991,14,-30.50%,-35.40%,4.90%,8.30%,-5.60%,-4.30%
IND,1991,14,-32.10%,-32.00%,13.50%,14.40%,-0.80%,1.00%
WAS,1991,15,27.10%,26.80%,-22.10%,-18.50%,8.00%,5.50%
KC,1991,15,13.30%,11.50%,-6.80%,-4.80%,3.20%,4.20%
PHI,1991,15,-24.10%,-19.00%,-41.30%,-39.10%,2.10%,1.20%
BUF,1991,15,20.70%,15.30%,3.30%,1.50%,-0.40%,2.60%
HOU,1991,15,7.10%,3.70%,-12.50%,-15.50%,-4.60%,-5.80%
SF,1991,15,15.50%,17.60%,-2.40%,-0.70%,-3.30%,-1.80%
NO,1991,15,-5.00%,-3.40%,-22.20%,-17.80%,-4.20%,-6.50%
CHI,1991,15,3.70%,3.60%,-10.90%,-10.70%,-5.60%,-7.50%
OAK,1991,15,-3.50%,-3.10%,-7.40%,-12.40%,3.50%,3.80%
DEN,1991,15,1.00%,-6.10%,-10.50%,-11.00%,-5.80%,-3.60%
DAL,1991,15,17.00%,16.00%,12.30%,9.60%,-0.20%,0.10%
MIN,1991,15,15.80%,22.10%,12.70%,13.50%,1.00%,1.60%
NYG,1991,15,6.50%,4.80%,3.20%,4.90%,0.40%,0.80%
CLE,1991,15,5.10%,7.00%,0.90%,2.80%,-0.80%,-2.00%
SD,1991,15,5.10%,6.40%,1.70%,0.60%,-0.40%,1.00%
ATL,1991,15,0.30%,1.90%,3.40%,6.10%,4.80%,7.20%
DET,1991,15,1.10%,1.60%,0.10%,-4.20%,0.20%,1.60%
NYJ,1991,15,6.90%,7.40%,4.90%,3.50%,-3.20%,-3.50%
SEA,1991,15,-11.10%,-11.80%,-6.90%,-5.50%,2.30%,3.60%
MIA,1991,15,10.40%,9.90%,14.30%,11.50%,1.60%,2.40%
PIT,1991,15,-4.60%,-4.80%,5.30%,6.20%,1.70%,-1.60%
STL,1991,15,5.20%,7.50%,18.20%,20.40%,2.00%,1.00%
GB,1991,15,-18.00%,-16.60%,1.80%,-0.30%,2.60%,2.40%
CIN,1991,15,-7.40%,-7.30%,17.50%,18.30%,-1.50%,-1.30%
ARI,1991,15,-20.10%,-21.50%,7.20%,5.60%,0.30%,1.40%
NE,1991,15,-23.20%,-18.00%,4.60%,3.20%,-1.50%,-1.10%
TB,1991,15,-26.00%,-30.60%,6.00%,10.40%,-5.20%,-3.50%
IND,1991,15,-31.40%,-31.70%,12.00%,11.50%,-0.90%,1.90%
WAS,1991,16,28.70%,29.20%,-21.10%,-20.10%,8.10%,4.20%
SF,1991,16,18.20%,19.80%,-4.70%,-2.70%,-3.60%,-1.90%
BUF,1991,16,22.60%,18.60%,4.00%,1.60%,0.80%,5.10%
KC,1991,16,10.70%,6.20%,-5.00%,-2.90%,3.00%,3.90%
NO,1991,16,-0.50%,4.30%,-22.70%,-17.00%,-4.40%,-7.10%
PHI,1991,16,-25.10%,-22.50%,-41.10%,-41.30%,0.20%,-2.00%
HOU,1991,16,7.60%,5.70%,-9.90%,-13.10%,-4.00%,-5.60%
CHI,1991,16,5.10%,4.60%,-13.90%,-16.30%,-5.70%,-7.80%
DAL,1991,16,17.10%,15.30%,9.80%,7.40%,2.80%,4.70%
MIN,1991,16,14.40%,21.70%,10.20%,11.00%,0.20%,0.60%
NYG,1991,16,8.00%,8.00%,4.30%,8.60%,0.60%,0.90%
ATL,1991,16,0.90%,4.40%,1.70%,4.80%,5.10%,8.30%
CLE,1991,16,7.30%,10.90%,1.90%,5.50%,-1.40%,-3.10%
DEN,1991,16,-0.10%,-8.30%,-8.40%,-8.30%,-5.30%,-2.90%
DET,1991,16,0.10%,-1.30%,1.60%,-4.40%,3.30%,6.80%
SD,1991,16,5.90%,8.20%,4.80%,3.50%,-0.20%,0.70%
OAK,1991,16,-5.70%,-4.90%,-2.40%,-5.10%,3.10%,3.20%
MIA,1991,16,12.80%,16.10%,15.10%,14.90%,1.80%,2.70%
NYJ,1991,16,5.50%,6.10%,5.00%,2.20%,-4.20%,-4.80%
SEA,1991,16,-13.60%,-16.90%,-5.40%,-4.70%,2.50%,4.30%
PIT,1991,16,-7.20%,-9.00%,2.70%,0.20%,1.90%,-0.90%
STL,1991,16,2.40%,4.80%,15.60%,17.30%,2.80%,1.90%
GB,1991,16,-14.70%,-10.40%,-0.20%,-3.00%,-0.70%,-2.40%
ARI,1991,16,-18.60%,-20.60%,6.00%,5.00%,0.50%,1.40%
NE,1991,16,-22.70%,-18.00%,3.20%,1.60%,-1.10%,-0.30%
CIN,1991,16,-11.50%,-16.10%,15.50%,15.60%,-2.30%,-1.90%
TB,1991,16,-28.80%,-36.90%,6.20%,11.90%,-4.30%,-2.80%
IND,1991,16,-31.80%,-34.40%,13.30%,13.40%,-1.60%,1.10%
WAS,1991,17,27.20%,28.60%,-21.10%,-18.40%,8.60%,5.40%
SF,1991,17,24.00%,29.50%,-4.80%,-3.30%,-2.80%,-1.60%
NO,1991,17,-1.70%,2.70%,-24.50%,-17.90%,-3.20%,-6.00%
BUF,1991,17,21.50%,16.20%,2.10%,-1.20%,-0.20%,3.70%
PHI,1991,17,-24.60%,-20.60%,-42.40%,-42.40%,0.10%,-1.60%
KC,1991,17,13.30%,11.00%,-2.10%,2.40%,2.50%,3.70%
HOU,1991,17,9.20%,8.80%,-5.80%,-6.30%,-3.20%,-4.10%
DAL,1991,17,17.60%,16.90%,11.40%,8.10%,3.60%,6.40%
CHI,1991,17,5.30%,5.50%,-7.70%,-7.10%,-5.70%,-8.60%
NYG,1991,17,12.50%,13.20%,7.00%,11.70%,0.70%,1.30%
ATL,1991,17,3.50%,9.40%,1.20%,3.80%,3.60%,6.70%
DEN,1991,17,-1.80%,-10.00%,-10.20%,-11.30%,-4.90%,-3.10%
OAK,1991,17,-0.90%,2.50%,0.30%,0.40%,3.20%,2.80%
SD,1991,17,4.70%,5.90%,3.60%,3.30%,0.50%,2.50%
CLE,1991,17,3.70%,6.40%,1.10%,4.60%,-1.70%,-3.50%
MIN,1991,17,11.80%,18.30%,10.60%,13.40%,-0.70%,-0.80%
DET,1991,17,-2.60%,-4.90%,0.90%,-3.90%,2.30%,4.50%
MIA,1991,17,12.20%,15.20%,14.50%,12.20%,0.90%,1.90%
SEA,1991,17,-14.90%,-19.40%,-8.20%,-8.10%,2.90%,4.40%
NYJ,1991,17,4.70%,2.80%,5.20%,2.50%,-3.90%,-4.40%
PIT,1991,17,-8.60%,-11.30%,0.30%,-3.70%,1.30%,-2.00%
STL,1991,17,0.40%,2.60%,13.50%,13.90%,2.40%,0.60%
GB,1991,17,-15.90%,-12.00%,-0.80%,-2.60%,-0.20%,-1.40%
CIN,1991,17,-9.80%,-12.00%,14.10%,13.10%,-0.40%,1.10%
ARI,1991,17,-20.40%,-23.00%,4.60%,1.80%,0.80%,2.80%
NE,1991,17,-23.70%,-20.30%,5.90%,4.30%,-1.90%,-2.20%
TB,1991,17,-28.40%,-33.20%,5.90%,11.90%,-3.80%,-1.00%
IND,1991,17,-32.80%,-34.90%,13.50%,13.30%,-1.50%,1.10%
BUF,1992,1,28.30%,28.30%,-44.00%,-44.00%,11.80%,11.80%
IND,1992,1,-6.10%,-6.10%,-68.00%,-68.00%,2.50%,2.50%
MIN,1992,1,24.40%,24.40%,-31.90%,-31.90%,4.00%,4.00%
DAL,1992,1,41.60%,41.60%,10.50%,10.50%,12.00%,12.00%
TB,1992,1,25.40%,25.40%,-25.10%,-25.10%,-9.00%,-9.00%
PIT,1992,1,32.10%,32.10%,-6.90%,-6.90%,-3.80%,-3.80%
KC,1992,1,-20.20%,-20.20%,-32.60%,-32.60%,22.30%,22.30%
SF,1992,1,31.60%,31.60%,6.50%,6.50%,5.20%,5.20%
OAK,1992,1,-17.40%,-17.40%,-33.00%,-33.00%,7.80%,7.80%
PHI,1992,1,-3.50%,-3.50%,-19.90%,-19.90%,5.40%,5.40%
CHI,1992,1,44.70%,44.70%,32.80%,32.80%,-1.70%,-1.70%
CIN,1992,1,-22.80%,-22.80%,-23.30%,-23.30%,0.70%,0.70%
MIA,1992,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NE,1992,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NYJ,1992,1,25.90%,25.90%,26.20%,26.20%,-4.40%,-4.40%
DET,1992,1,32.80%,32.80%,40.20%,40.20%,-0.40%,-0.40%
SEA,1992,1,-22.70%,-22.70%,-17.30%,-17.30%,-7.10%,-7.10%
ATL,1992,1,24.50%,24.50%,48.00%,48.00%,7.50%,7.50%
NO,1992,1,-8.20%,-8.20%,-2.70%,-2.70%,-13.20%,-13.20%
DEN,1992,1,-31.50%,-31.50%,-23.40%,-23.40%,-13.20%,-13.20%
ARI,1992,1,-20.50%,-20.50%,15.00%,15.00%,12.40%,12.40%
WAS,1992,1,7.10%,7.10%,32.20%,32.20%,-5.90%,-5.90%
SD,1992,1,-31.00%,-31.00%,-22.40%,-22.40%,-22.70%,-22.70%
NYG,1992,1,18.90%,18.90%,39.10%,39.10%,-11.70%,-11.70%
HOU,1992,1,-11.40%,-11.40%,34.90%,34.90%,6.80%,6.80%
GB,1992,1,-32.00%,-32.00%,14.60%,14.60%,-2.90%,-2.90%
CLE,1992,1,-66.50%,-66.50%,-4.70%,-4.70%,-3.20%,-3.20%
STL,1992,1,-57.60%,-57.60%,45.00%,45.00%,-9.90%,-9.90%
TB,1992,2,27.60%,27.60%,-27.60%,-27.60%,-4.50%,-4.50%
KC,1992,2,-5.70%,-5.70%,-40.10%,-40.10%,9.60%,9.60%
DAL,1992,2,41.30%,41.30%,8.90%,8.90%,9.10%,9.10%
BUF,1992,2,30.50%,30.50%,-3.20%,-3.20%,7.10%,7.10%
PIT,1992,2,1.50%,1.50%,-37.10%,-37.10%,-4.30%,-4.30%
PHI,1992,2,11.40%,11.40%,-10.60%,-10.60%,9.40%,9.40%
MIA,1992,2,45.40%,45.40%,24.20%,24.20%,9.10%,9.10%
SF,1992,2,34.00%,34.00%,18.60%,18.60%,-2.40%,-2.40%
NO,1992,2,7.30%,7.30%,-13.10%,-13.10%,-10.10%,-10.10%
OAK,1992,2,4.90%,4.90%,0.40%,0.40%,2.90%,2.90%
MIN,1992,2,-9.40%,-9.40%,-30.90%,-30.90%,-15.20%,-15.20%
DET,1992,2,-0.20%,-0.20%,4.00%,4.00%,7.10%,7.10%
WAS,1992,2,20.70%,20.70%,3.80%,3.80%,-17.10%,-17.10%
DEN,1992,2,-11.60%,-11.60%,-16.30%,-16.30%,-5.50%,-5.50%
CIN,1992,2,1.80%,1.80%,1.00%,1.00%,-2.40%,-2.40%
HOU,1992,2,2.60%,2.60%,1.20%,1.20%,-5.50%,-5.50%
IND,1992,2,-24.60%,-24.60%,-9.60%,-9.60%,7.30%,7.30%
NYJ,1992,2,-20.90%,-20.90%,-3.10%,-3.10%,-4.50%,-4.50%
ARI,1992,2,-12.00%,-12.00%,17.40%,17.40%,6.40%,6.40%
SD,1992,2,-18.20%,-18.20%,-10.80%,-10.80%,-17.50%,-17.50%
CHI,1992,2,1.70%,1.70%,28.50%,28.50%,0.30%,0.30%
ATL,1992,2,-8.50%,-8.50%,33.20%,33.20%,12.60%,12.60%
SEA,1992,2,-37.50%,-37.50%,-8.70%,-8.70%,-4.00%,-4.00%
CLE,1992,2,-16.60%,-16.60%,14.40%,14.40%,-1.80%,-1.80%
NYG,1992,2,18.70%,18.70%,36.40%,36.40%,-22.10%,-22.10%
NE,1992,2,-33.50%,-33.50%,6.00%,6.00%,-3.00%,-3.00%
STL,1992,2,-32.40%,-32.40%,5.20%,5.20%,-15.70%,-15.70%
GB,1992,2,-34.00%,-34.00%,21.10%,21.10%,0.50%,0.50%
BUF,1992,3,28.80%,28.80%,-23.60%,-23.60%,6.20%,6.20%
PHI,1992,3,15.90%,15.90%,-23.00%,-23.00%,7.80%,7.80%
MIA,1992,3,33.60%,33.60%,0.50%,0.50%,4.80%,4.80%
PIT,1992,3,1.20%,1.20%,-33.10%,-33.10%,-3.20%,-3.20%
DAL,1992,3,45.80%,45.80%,18.00%,18.00%,1.10%,1.10%
KC,1992,3,0.60%,0.60%,-25.50%,-25.50%,2.30%,2.30%
SF,1992,3,37.20%,37.20%,8.30%,8.30%,-1.00%,-1.00%
TB,1992,3,11.80%,11.80%,-18.70%,-18.70%,-3.50%,-3.50%
NO,1992,3,1.60%,1.60%,-11.30%,-11.30%,-4.20%,-4.20%
CIN,1992,3,0.80%,0.80%,-1.30%,-1.30%,4.20%,4.20%
WAS,1992,3,10.70%,10.70%,-6.50%,-6.50%,-12.70%,-12.70%
HOU,1992,3,5.20%,5.20%,5.30%,5.30%,1.00%,1.00%
MIN,1992,3,-9.00%,-9.00%,-17.50%,-17.50%,-8.40%,-8.40%
ARI,1992,3,10.30%,10.30%,26.90%,26.90%,11.10%,11.10%
DET,1992,3,-11.00%,-11.00%,-2.80%,-2.80%,2.60%,2.60%
OAK,1992,3,4.00%,4.00%,3.90%,3.90%,-6.30%,-6.30%
SEA,1992,3,-27.40%,-27.40%,-17.40%,-17.40%,-1.30%,-1.30%
NYG,1992,3,24.00%,24.00%,24.80%,24.80%,-11.40%,-11.40%
CLE,1992,3,-9.50%,-9.50%,8.30%,8.30%,0.50%,0.50%
SD,1992,3,-18.90%,-18.90%,-8.70%,-8.70%,-13.40%,-13.40%
DEN,1992,3,-27.90%,-27.90%,-3.70%,-3.70%,-4.30%,-4.30%
CHI,1992,3,3.10%,3.10%,28.30%,28.30%,-5.00%,-5.00%
NYJ,1992,3,-19.90%,-19.90%,5.70%,5.70%,-4.90%,-4.90%
ATL,1992,3,-8.70%,-8.70%,25.00%,25.00%,0.20%,0.20%
NE,1992,3,-34.00%,-34.00%,-3.20%,-3.20%,-7.70%,-7.70%
GB,1992,3,-25.10%,-25.10%,10.50%,10.50%,-8.50%,-8.50%
STL,1992,3,-30.20%,-30.20%,11.10%,11.10%,-10.10%,-10.10%
IND,1992,3,-51.60%,-51.60%,6.30%,6.30%,-0.20%,-0.20%
BUF,1992,4,33.30%,33.30%,-14.80%,-14.80%,3.50%,3.50%
PHI,1992,4,14.80%,14.80%,-20.80%,-20.80%,7.80%,7.80%
KC,1992,4,3.50%,3.50%,-29.00%,-29.00%,4.10%,4.10%
SF,1992,4,31.00%,31.00%,1.60%,1.60%,1.00%,1.00%
DAL,1992,4,41.80%,41.80%,15.70%,15.70%,1.10%,1.10%
MIA,1992,4,11.10%,11.10%,-1.20%,-1.20%,5.70%,5.70%
MIN,1992,4,1.20%,1.20%,-24.70%,-24.70%,-8.90%,-8.90%
PIT,1992,4,1.00%,1.00%,-19.60%,-19.60%,-5.50%,-5.50%
HOU,1992,4,14.80%,14.80%,4.70%,4.70%,4.80%,4.80%
DET,1992,4,-1.60%,-1.60%,-7.10%,-7.10%,6.90%,6.90%
TB,1992,4,5.30%,5.30%,-11.30%,-11.30%,-8.60%,-8.60%
WAS,1992,4,6.40%,6.40%,-12.90%,-12.90%,-12.70%,-12.70%
ARI,1992,4,11.40%,11.40%,19.10%,19.10%,11.10%,11.10%
NO,1992,4,-4.80%,-4.80%,-11.60%,-11.60%,-3.90%,-3.90%
NYG,1992,4,18.00%,18.00%,14.10%,14.10%,-11.40%,-11.40%
SEA,1992,4,-29.10%,-29.10%,-20.60%,-20.60%,-1.00%,-1.00%
DEN,1992,4,-21.70%,-21.70%,-7.70%,-7.70%,-0.90%,-0.90%
CHI,1992,4,17.50%,17.50%,25.00%,25.00%,-7.50%,-7.50%
CIN,1992,4,-8.20%,-8.20%,13.30%,13.30%,2.50%,2.50%
CLE,1992,4,-12.90%,-12.90%,8.50%,8.50%,0.70%,0.70%
OAK,1992,4,-6.60%,-6.60%,7.50%,7.50%,-6.80%,-6.80%
GB,1992,4,-12.20%,-12.20%,6.70%,6.70%,-6.00%,-6.00%
ATL,1992,4,1.00%,1.00%,32.40%,32.40%,4.10%,4.10%
SD,1992,4,-16.70%,-16.70%,1.00%,1.00%,-13.00%,-13.00%
STL,1992,4,-20.80%,-20.80%,3.60%,3.60%,-7.80%,-7.80%
NYJ,1992,4,-21.80%,-21.80%,6.70%,6.70%,-4.10%,-4.10%
NE,1992,4,-23.30%,-23.30%,22.50%,22.50%,-1.30%,-1.30%
IND,1992,4,-49.80%,-49.80%,-1.70%,-1.70%,-0.20%,-0.20%
PHI,1992,5,15.00%,15.30%,-31.90%,-31.90%,7.30%,7.30%
MIA,1992,5,15.60%,15.60%,-15.60%,-15.60%,5.60%,5.60%
BUF,1992,5,18.90%,18.90%,-7.70%,-7.30%,3.80%,3.70%
SF,1992,5,33.40%,33.60%,6.20%,6.30%,1.50%,1.50%
KC,1992,5,5.00%,5.30%,-19.90%,-19.80%,2.60%,2.40%
HOU,1992,5,15.50%,15.80%,3.90%,3.60%,4.80%,4.80%
PIT,1992,5,0.20%,-0.10%,-20.80%,-20.80%,-5.50%,-5.50%
MIN,1992,5,-0.50%,-0.60%,-22.00%,-21.90%,-7.90%,-8.10%
DAL,1992,5,24.70%,24.60%,14.00%,14.10%,0.50%,0.30%
NO,1992,5,0.50%,0.50%,-11.70%,-11.60%,-3.80%,-3.70%
DET,1992,5,-2.20%,-2.40%,-2.80%,-3.10%,7.60%,7.70%
WAS,1992,5,1.70%,1.90%,-11.10%,-11.60%,-10.40%,-10.40%
ARI,1992,5,10.40%,10.90%,16.20%,16.40%,7.20%,7.10%
TB,1992,5,1.20%,1.20%,-9.30%,-9.10%,-9.50%,-9.50%
DEN,1992,5,-10.10%,-9.80%,-3.50%,-3.20%,-0.20%,0.00%
CHI,1992,5,11.80%,11.60%,20.70%,20.60%,-3.00%,-3.00%
SEA,1992,5,-32.50%,-32.40%,-17.50%,-17.50%,-0.10%,0.00%
NYG,1992,5,9.90%,10.00%,16.20%,16.20%,-9.20%,-9.10%
OAK,1992,5,-7.40%,-7.30%,3.50%,3.80%,-5.10%,-5.30%
CLE,1992,5,-10.50%,-9.80%,6.70%,6.80%,0.70%,0.70%
ATL,1992,5,5.70%,5.60%,29.20%,29.10%,6.40%,6.40%
SD,1992,5,-12.20%,-12.10%,-5.80%,-5.50%,-11.30%,-11.20%
NYJ,1992,5,-14.60%,-14.70%,1.80%,1.60%,-3.70%,-3.70%
CIN,1992,5,-9.40%,-9.20%,14.80%,15.20%,2.50%,2.50%
STL,1992,5,-10.00%,-9.30%,7.80%,7.60%,-5.90%,-5.80%
IND,1992,5,-40.20%,-40.50%,-7.30%,-6.80%,3.20%,3.20%
GB,1992,5,-11.30%,-11.10%,11.80%,11.80%,-7.00%,-7.10%
NE,1992,5,-24.20%,-24.20%,23.60%,23.60%,-1.40%,-1.40%
PHI,1992,6,14.80%,14.90%,-26.50%,-26.70%,3.90%,3.80%
SF,1992,6,34.40%,34.40%,1.30%,1.10%,-1.50%,-1.40%
MIA,1992,6,17.70%,17.40%,-7.30%,-7.60%,0.90%,0.80%
KC,1992,6,6.10%,6.30%,-14.70%,-14.40%,2.60%,2.50%
DAL,1992,6,23.30%,22.90%,0.70%,0.60%,0.40%,0.30%
WAS,1992,6,4.00%,3.80%,-28.90%,-29.40%,-10.00%,-9.80%
BUF,1992,6,11.20%,11.00%,-6.50%,-6.40%,1.40%,1.30%
HOU,1992,6,19.90%,20.20%,4.80%,4.70%,3.50%,3.70%
MIN,1992,6,-1.60%,-1.30%,-22.10%,-21.90%,-7.90%,-7.80%
DET,1992,6,0.80%,0.80%,-3.10%,-3.20%,7.60%,7.60%
NO,1992,6,-0.90%,-1.00%,-12.90%,-12.80%,-2.50%,-2.40%
PIT,1992,6,0.50%,0.50%,-13.20%,-12.60%,-4.90%,-4.90%
TB,1992,6,1.90%,1.70%,-9.20%,-8.90%,-9.50%,-9.60%
NYG,1992,6,19.50%,19.60%,13.30%,13.10%,-6.20%,-5.80%
ARI,1992,6,14.00%,14.30%,20.90%,21.10%,4.00%,3.90%
OAK,1992,6,-6.40%,-6.50%,-4.80%,-5.00%,-2.20%,-2.30%
CLE,1992,6,-1.40%,-1.30%,7.70%,7.60%,2.50%,2.50%
CHI,1992,6,12.40%,12.50%,18.30%,18.10%,-3.00%,-3.10%
ATL,1992,6,11.00%,11.20%,28.50%,28.40%,6.90%,6.80%
DEN,1992,6,-23.10%,-23.30%,0.20%,0.40%,2.70%,2.80%
NYJ,1992,6,-15.90%,-15.80%,1.40%,1.50%,-3.50%,-3.50%
SD,1992,6,-13.50%,-13.40%,-3.50%,-3.40%,-11.30%,-11.10%
IND,1992,6,-35.50%,-35.60%,-9.60%,-9.50%,1.60%,1.50%
STL,1992,6,-10.80%,-10.30%,8.00%,8.00%,-5.40%,-5.30%
CIN,1992,6,-7.50%,-7.80%,18.80%,18.90%,1.40%,1.50%
GB,1992,6,-12.30%,-12.10%,11.50%,11.30%,-7.00%,-7.20%
SEA,1992,6,-46.20%,-46.30%,-14.80%,-14.90%,0.50%,0.60%
NE,1992,6,-28.70%,-28.70%,28.40%,28.50%,0.50%,0.60%
PHI,1992,7,12.60%,12.70%,-25.90%,-25.90%,2.30%,2.20%
SF,1992,7,35.30%,35.30%,-3.50%,-3.70%,-2.90%,-2.90%
DAL,1992,7,21.70%,21.30%,-1.80%,-2.20%,1.10%,1.10%
MIA,1992,7,16.30%,16.10%,-5.20%,-5.20%,-0.10%,-0.20%
BUF,1992,7,9.60%,9.20%,-9.50%,-9.00%,1.40%,1.20%
WAS,1992,7,-0.80%,-0.90%,-27.70%,-27.90%,-7.40%,-7.20%
KC,1992,7,3.90%,4.00%,-13.40%,-13.20%,0.70%,0.60%
PIT,1992,7,0.90%,1.00%,-20.20%,-19.80%,-5.80%,-5.80%
MIN,1992,7,0.80%,1.20%,-20.00%,-20.10%,-7.80%,-7.80%
HOU,1992,7,19.80%,20.00%,9.00%,9.10%,-0.80%,-0.80%
NO,1992,7,3.80%,4.00%,-9.30%,-9.10%,-4.20%,-4.20%
DET,1992,7,-2.20%,-2.10%,1.60%,1.90%,6.50%,6.60%
ARI,1992,7,16.40%,16.50%,24.00%,24.10%,6.20%,6.00%
CLE,1992,7,2.10%,2.30%,7.50%,7.50%,3.10%,3.10%
CHI,1992,7,9.90%,10.10%,10.70%,10.40%,-2.30%,-2.30%
TB,1992,7,-5.00%,-5.20%,-9.00%,-8.70%,-9.30%,-9.50%
OAK,1992,7,-10.00%,-10.10%,-5.70%,-5.90%,-1.00%,-0.90%
NYG,1992,7,16.60%,16.50%,18.90%,19.10%,-5.00%,-4.90%
SD,1992,7,-5.80%,-5.50%,-6.50%,-6.50%,-8.60%,-8.40%
