Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
CAR,2005,16,-0.70%,-2.10%,-13.40%,-15.50%,2.80%,1.90%
JAC,2005,16,5.20%,9.80%,-10.00%,-3.60%,0.00%,0.40%
NE,2005,16,18.20%,18.80%,8.30%,6.60%,-0.10%,1.20%
DAL,2005,16,6.00%,3.00%,-3.40%,-3.60%,-0.60%,-0.10%
CHI,2005,16,-15.50%,-15.10%,-24.30%,-22.80%,-3.00%,-4.00%
BAL,2005,16,-9.60%,-6.10%,-9.10%,-9.30%,2.60%,5.40%
TB,2005,16,-6.30%,-2.10%,-8.80%,-4.10%,-1.30%,-0.90%
MIA,2005,16,-9.50%,-11.70%,-5.80%,-3.10%,3.90%,4.70%
ATL,2005,16,5.30%,5.40%,10.00%,11.40%,2.80%,2.30%
PHI,2005,16,-8.40%,-19.90%,-6.20%,-4.30%,-0.60%,4.80%
OAK,2005,16,-2.30%,-8.30%,0.90%,-2.00%,-3.90%,-3.80%
GB,2005,16,-3.50%,-5.20%,5.90%,3.10%,-4.70%,-4.60%
ARI,2005,16,-10.20%,-6.30%,1.80%,1.10%,-2.90%,-3.30%
CLE,2005,16,-9.40%,-11.50%,6.90%,5.30%,0.30%,0.60%
BUF,2005,16,-18.90%,-16.40%,8.30%,9.40%,9.70%,10.30%
TEN,2005,16,-7.60%,-5.20%,14.60%,15.60%,2.80%,2.60%
MIN,2005,16,-19.20%,-8.60%,3.40%,1.40%,-1.00%,0.20%
NYJ,2005,16,-20.90%,-17.70%,1.80%,3.70%,-1.20%,-2.00%
NO,2005,16,-13.50%,-14.50%,8.70%,8.40%,-2.20%,-0.70%
DET,2005,16,-20.90%,-18.80%,0.20%,3.00%,-3.50%,-1.20%
HOU,2005,16,-14.70%,-9.80%,20.10%,18.10%,5.30%,6.40%
STL,2005,16,-7.90%,-8.80%,17.20%,16.00%,-4.70%,-4.40%
SF,2005,16,-41.50%,-41.50%,17.30%,12.90%,2.90%,1.30%
IND,2005,17,24.50%,25.90%,-10.20%,-8.50%,-2.60%,-3.20%
DEN,2005,17,26.90%,28.30%,-7.00%,-9.30%,-3.60%,-1.30%
SEA,2005,17,28.50%,24.40%,-0.70%,-2.10%,-0.80%,-0.30%
PIT,2005,17,12.00%,6.80%,-13.50%,-13.00%,1.60%,3.30%
KC,2005,17,23.70%,26.90%,-2.90%,-10.50%,-2.20%,-4.10%
SD,2005,17,22.10%,12.70%,-1.10%,-4.50%,0.00%,-1.70%
WAS,2005,17,8.10%,7.90%,-11.60%,-14.00%,1.70%,3.80%
CIN,2005,17,22.90%,24.70%,3.50%,11.60%,0.50%,-1.00%
NYG,2005,17,10.20%,5.90%,-3.10%,-8.10%,5.20%,0.90%
CAR,2005,17,0.60%,-1.90%,-14.20%,-17.30%,2.90%,2.20%
JAC,2005,17,5.60%,9.00%,-9.10%,-3.00%,0.60%,0.90%
NE,2005,17,17.50%,16.40%,9.20%,7.60%,1.20%,2.70%
DAL,2005,17,2.50%,-4.40%,-4.10%,-5.00%,-1.00%,-1.60%
TB,2005,17,-5.10%,0.10%,-8.60%,-4.00%,-0.40%,0.20%
MIA,2005,17,-7.30%,-8.30%,-6.10%,-3.90%,3.70%,4.70%
CHI,2005,17,-17.10%,-14.80%,-19.40%,-16.80%,-3.20%,-4.30%
BAL,2005,17,-11.70%,-8.60%,-10.10%,-10.40%,0.30%,2.10%
PHI,2005,17,-7.50%,-19.20%,-5.50%,-5.50%,-0.20%,6.10%
ATL,2005,17,3.30%,0.60%,11.90%,13.90%,2.70%,2.20%
OAK,2005,17,-0.60%,-6.20%,1.90%,-0.90%,-4.30%,-4.70%
GB,2005,17,-3.90%,-6.70%,2.90%,1.90%,-4.60%,-4.80%
ARI,2005,17,-9.50%,-5.50%,-0.10%,-3.20%,-2.80%,-4.30%
CLE,2005,17,-11.70%,-16.90%,6.10%,3.70%,2.20%,3.40%
BUF,2005,17,-18.00%,-15.00%,8.60%,10.10%,8.80%,8.70%
MIN,2005,17,-13.90%,-2.30%,3.80%,1.70%,-0.80%,0.20%
NYJ,2005,17,-19.80%,-18.10%,1.00%,3.30%,-0.20%,-0.10%
TEN,2005,17,-8.20%,-6.40%,15.90%,18.00%,2.20%,1.20%
NO,2005,17,-12.00%,-9.30%,8.60%,7.90%,-2.20%,-0.60%
DET,2005,17,-17.10%,-13.60%,1.60%,3.90%,-5.10%,-3.80%
STL,2005,17,-7.90%,-10.10%,12.70%,9.40%,-4.70%,-4.80%
HOU,2005,17,-15.40%,-9.20%,20.10%,17.60%,5.50%,7.20%
SF,2005,17,-40.40%,-38.60%,16.60%,12.40%,1.50%,-1.10%
CHI,2006,1,7.70%,7.70%,-25.10%,-25.10%,31.30%,31.30%
BAL,2006,1,-2.00%,-2.00%,-66.30%,-66.30%,-0.80%,-0.80%
ATL,2006,1,25.30%,25.30%,-35.90%,-35.90%,-3.00%,-3.00%
PHI,2006,1,52.60%,52.60%,4.40%,4.40%,1.50%,1.50%
SD,2006,1,16.00%,16.00%,-28.50%,-28.50%,-1.20%,-1.20%
STL,2006,1,-7.50%,-7.50%,-39.90%,-39.90%,7.90%,7.90%
NYJ,2006,1,30.10%,30.10%,-17.90%,-17.90%,-16.20%,-16.20%
CIN,2006,1,5.00%,5.00%,-10.90%,-10.90%,7.60%,7.60%
PIT,2006,1,19.40%,19.40%,-23.40%,-23.40%,-22.10%,-22.10%
JAC,2006,1,19.30%,19.30%,-9.70%,-9.70%,-10.00%,-10.00%
NO,2006,1,-7.80%,-7.80%,-24.70%,-24.70%,-2.00%,-2.00%
NYG,2006,1,44.10%,44.10%,12.10%,12.10%,-18.00%,-18.00%
BUF,2006,1,3.70%,3.70%,-4.90%,-4.90%,4.30%,4.30%
SF,2006,1,26.00%,26.00%,23.50%,23.50%,1.80%,1.80%
NE,2006,1,4.70%,4.70%,6.60%,6.60%,3.90%,3.90%
SEA,2006,1,-16.10%,-16.10%,-13.80%,-13.80%,2.20%,2.20%
WAS,2006,1,-0.70%,-0.70%,-4.00%,-4.00%,-9.20%,-9.20%
CLE,2006,1,-26.30%,-26.30%,-12.30%,-12.30%,5.80%,5.80%
MIA,2006,1,-13.60%,-13.60%,10.20%,10.20%,14.10%,14.10%
MIN,2006,1,0.40%,0.40%,3.30%,3.30%,-7.90%,-7.90%
ARI,2006,1,18.90%,18.90%,32.50%,32.50%,-8.40%,-8.40%
DET,2006,1,-18.20%,-18.20%,-12.20%,-12.20%,-18.30%,-18.30%
KC,2006,1,-12.30%,-12.30%,7.50%,7.50%,-9.90%,-9.90%
IND,2006,1,12.90%,12.90%,61.00%,61.00%,14.80%,14.80%
DAL,2006,1,-13.60%,-13.60%,12.60%,12.60%,-8.80%,-8.80%
CAR,2006,1,-31.20%,-31.20%,14.60%,14.60%,4.00%,4.00%
TEN,2006,1,-12.40%,-12.40%,26.60%,26.60%,-5.20%,-5.20%
DEN,2006,1,-45.00%,-45.00%,-0.20%,-0.20%,-0.60%,-0.60%
HOU,2006,1,-0.50%,-0.50%,54.50%,54.50%,-1.10%,-1.10%
TB,2006,1,-64.20%,-64.20%,-0.40%,-0.40%,0.80%,0.80%
OAK,2006,1,-51.10%,-51.10%,17.30%,17.30%,4.90%,4.90%
GB,2006,1,-22.10%,-22.10%,9.10%,9.10%,-34.30%,-34.30%
BAL,2006,2,-2.10%,-2.10%,-68.70%,-68.70%,2.80%,2.80%
SD,2006,2,29.20%,29.20%,-32.20%,-32.20%,3.40%,3.40%
CHI,2006,2,22.00%,22.00%,-16.70%,-16.70%,18.40%,18.40%
JAC,2006,2,4.60%,4.60%,-36.20%,-36.20%,-0.60%,-0.60%
PHI,2006,2,39.80%,39.80%,4.70%,4.70%,0.50%,0.50%
CIN,2006,2,23.70%,23.70%,-10.30%,-10.30%,0.70%,0.70%
ATL,2006,2,15.40%,15.40%,-24.80%,-24.80%,-15.80%,-15.80%
SF,2006,2,20.00%,20.00%,3.30%,3.30%,3.30%,3.30%
BUF,2006,2,2.80%,2.80%,-6.80%,-6.80%,9.60%,9.60%
NO,2006,2,-1.50%,-1.50%,-13.40%,-13.40%,5.20%,5.20%
NE,2006,2,19.50%,19.50%,8.10%,8.10%,1.90%,1.90%
NYJ,2006,2,24.70%,24.70%,2.70%,2.70%,-10.10%,-10.10%
DAL,2006,2,13.80%,13.80%,-7.50%,-7.50%,-11.40%,-11.40%
SEA,2006,2,-4.20%,-4.20%,-20.10%,-20.10%,-6.00%,-6.00%
IND,2006,2,38.90%,38.90%,35.80%,35.80%,4.60%,4.60%
STL,2006,2,-13.20%,-13.20%,-13.70%,-13.70%,2.20%,2.20%
NYG,2006,2,25.40%,25.40%,18.60%,18.60%,-8.20%,-8.20%
KC,2006,2,-7.50%,-7.50%,-4.70%,-4.70%,0.90%,0.90%
MIN,2006,2,-6.50%,-6.50%,-5.70%,-5.70%,-6.20%,-6.20%
PIT,2006,2,-13.70%,-13.70%,-12.60%,-12.60%,-11.00%,-11.00%
CLE,2006,2,-20.00%,-20.00%,8.10%,8.10%,5.00%,5.00%
MIA,2006,2,-14.40%,-14.40%,7.00%,7.00%,-4.20%,-4.20%
CAR,2006,2,-23.50%,-23.50%,1.30%,1.30%,-0.80%,-0.80%
GB,2006,2,-9.00%,-9.00%,-0.30%,-0.30%,-18.00%,-18.00%
WAS,2006,2,-21.60%,-21.60%,9.10%,9.10%,2.50%,2.50%
ARI,2006,2,-6.00%,-6.00%,18.40%,18.40%,-7.00%,-7.00%
DEN,2006,2,-24.00%,-24.00%,-2.60%,-2.60%,-11.50%,-11.50%
DET,2006,2,-15.20%,-15.20%,11.30%,11.30%,-13.40%,-13.40%
TB,2006,2,-38.30%,-38.30%,3.70%,3.70%,-6.60%,-6.60%
HOU,2006,2,-8.60%,-8.60%,54.30%,54.30%,2.20%,2.20%
TEN,2006,2,-29.20%,-29.20%,30.10%,30.10%,-4.80%,-4.80%
OAK,2006,2,-76.90%,-76.90%,8.70%,8.70%,4.30%,4.30%
SD,2006,3,28.90%,28.90%,-34.60%,-34.60%,3.40%,3.40%
BAL,2006,3,-0.10%,-0.10%,-50.60%,-50.60%,5.90%,5.90%
PHI,2006,3,42.40%,42.40%,1.30%,1.30%,-0.70%,-0.70%
CHI,2006,3,7.00%,7.00%,-16.50%,-16.50%,14.50%,14.50%
NO,2006,3,4.40%,4.40%,-25.70%,-25.70%,2.60%,2.60%
CIN,2006,3,5.50%,5.50%,-12.30%,-12.30%,2.60%,2.60%
IND,2006,3,29.30%,29.30%,15.70%,15.70%,4.70%,4.70%
JAC,2006,3,-0.40%,-0.40%,-24.50%,-24.50%,-7.00%,-7.00%
NYJ,2006,3,26.00%,26.00%,5.40%,5.40%,-5.40%,-5.40%
SEA,2006,3,6.00%,6.00%,-11.70%,-11.70%,-4.10%,-4.10%
BUF,2006,3,7.40%,7.40%,1.40%,1.40%,6.80%,6.80%
NE,2006,3,21.40%,21.40%,14.90%,14.90%,3.30%,3.30%
DAL,2006,3,11.00%,11.00%,-8.90%,-8.90%,-11.40%,-11.40%
STL,2006,3,-11.30%,-11.30%,-13.80%,-13.80%,1.80%,1.80%
NYG,2006,3,17.50%,17.50%,13.70%,13.70%,-1.80%,-1.80%
WAS,2006,3,9.80%,9.80%,10.80%,10.80%,1.70%,1.70%
PIT,2006,3,-11.30%,-11.30%,-20.70%,-20.70%,-9.30%,-9.30%
SF,2006,3,11.50%,11.50%,14.10%,14.10%,2.50%,2.50%
KC,2006,3,-10.40%,-10.40%,-5.90%,-5.90%,0.90%,0.90%
CAR,2006,3,-14.90%,-14.90%,-4.60%,-4.60%,1.00%,1.00%
MIN,2006,3,-11.80%,-11.80%,-5.50%,-5.50%,-4.80%,-4.80%
DEN,2006,3,-3.70%,-3.70%,1.90%,1.90%,-9.30%,-9.30%
MIA,2006,3,-14.90%,-14.90%,-4.60%,-4.60%,-5.20%,-5.20%
ATL,2006,3,-8.70%,-8.70%,-11.30%,-11.30%,-20.00%,-20.00%
CLE,2006,3,-17.80%,-17.80%,4.50%,4.50%,4.00%,4.00%
GB,2006,3,-2.90%,-2.90%,8.00%,8.00%,-9.20%,-9.20%
DET,2006,3,-2.60%,-2.60%,11.10%,11.10%,-11.60%,-11.60%
ARI,2006,3,-12.60%,-12.60%,17.30%,17.30%,-4.10%,-4.10%
TB,2006,3,-31.80%,-31.80%,1.90%,1.90%,-1.50%,-1.50%
TEN,2006,3,-29.30%,-29.30%,15.10%,15.10%,-2.90%,-2.90%
HOU,2006,3,-10.50%,-10.50%,55.40%,55.40%,2.70%,2.70%
OAK,2006,3,-80.40%,-80.40%,7.70%,7.70%,4.30%,4.30%
CHI,2006,4,10.20%,10.20%,-21.90%,-21.90%,10.60%,10.60%
SD,2006,4,12.70%,12.70%,-25.60%,-25.60%,2.60%,2.60%
KC,2006,4,6.20%,6.20%,-23.80%,-23.80%,10.40%,10.40%
PHI,2006,4,31.70%,31.70%,-6.80%,-6.80%,1.50%,1.50%
DAL,2006,4,24.40%,24.40%,-18.10%,-18.10%,-6.80%,-6.80%
BAL,2006,4,-6.50%,-6.50%,-35.60%,-35.60%,5.90%,5.90%
NE,2006,4,24.30%,24.30%,7.00%,7.00%,3.40%,3.40%
WAS,2006,4,17.10%,17.10%,5.50%,5.50%,3.90%,3.90%
NO,2006,4,7.90%,7.90%,-7.90%,-7.90%,-0.30%,-0.30%
IND,2006,4,27.00%,27.00%,13.00%,13.00%,-2.20%,-2.20%
NYG,2006,4,17.00%,17.00%,7.10%,7.10%,-1.80%,-1.80%
JAC,2006,4,0.20%,0.20%,-12.90%,-12.90%,-5.10%,-5.10%
BUF,2006,4,3.40%,3.40%,-2.60%,-2.60%,1.60%,1.60%
NYJ,2006,4,18.00%,18.00%,13.00%,13.00%,1.20%,1.20%
CIN,2006,4,2.50%,2.50%,0.70%,0.70%,2.40%,2.40%
STL,2006,4,-1.70%,-1.70%,-6.80%,-6.80%,-1.10%,-1.10%
CAR,2006,4,2.60%,2.60%,3.30%,3.30%,0.70%,0.70%
ATL,2006,4,-11.50%,-11.50%,-21.20%,-21.20%,-9.80%,-9.80%
PIT,2006,4,-10.70%,-10.70%,-18.70%,-18.70%,-9.30%,-9.30%
CLE,2006,4,-7.70%,-7.70%,3.30%,3.30%,7.70%,7.70%
SEA,2006,4,-6.40%,-6.40%,-4.20%,-4.20%,-2.70%,-2.70%
MIN,2006,4,-11.90%,-11.90%,-7.90%,-7.90%,-2.80%,-2.80%
DEN,2006,4,-1.20%,-1.20%,-2.90%,-2.90%,-9.30%,-9.30%
MIA,2006,4,-18.10%,-18.10%,-7.30%,-7.30%,-2.90%,-2.90%
DET,2006,4,-0.70%,-0.70%,17.70%,17.70%,-4.60%,-4.60%
SF,2006,4,-1.10%,-1.10%,18.20%,18.20%,-4.10%,-4.10%
TB,2006,4,-24.90%,-24.90%,2.20%,2.20%,-1.50%,-1.50%
GB,2006,4,-11.40%,-11.40%,9.70%,9.70%,-8.60%,-8.60%
ARI,2006,4,-27.70%,-27.70%,14.50%,14.50%,-6.80%,-6.80%
HOU,2006,4,-15.80%,-15.80%,40.50%,40.50%,3.00%,3.00%
TEN,2006,4,-29.00%,-29.00%,20.10%,20.10%,-5.00%,-5.00%
OAK,2006,4,-47.70%,-47.70%,4.40%,4.40%,-3.40%,-3.40%
CHI,2006,5,15.30%,15.50%,-30.20%,-30.20%,10.80%,10.60%
PHI,2006,5,29.30%,29.20%,-14.30%,-14.40%,0.00%,0.00%
SD,2006,5,13.90%,13.80%,-16.30%,-16.20%,3.90%,4.00%
JAC,2006,5,4.90%,4.70%,-22.50%,-22.60%,-2.00%,-2.00%
KC,2006,5,-1.30%,-1.20%,-17.40%,-17.60%,8.80%,9.10%
NYG,2006,5,23.00%,22.80%,2.00%,2.00%,-1.30%,-1.10%
NE,2006,5,21.20%,21.40%,5.00%,5.00%,3.20%,3.20%
BAL,2006,5,-14.80%,-14.80%,-31.60%,-31.30%,2.10%,2.10%
DAL,2006,5,10.10%,10.30%,-14.30%,-14.70%,-7.10%,-7.10%
NO,2006,5,5.50%,5.70%,-1.60%,-1.40%,3.00%,3.10%
STL,2006,5,5.70%,5.80%,-1.50%,-1.20%,-1.20%,-1.30%
CAR,2006,5,6.50%,6.70%,-2.80%,-3.00%,-3.90%,-4.00%
IND,2006,5,21.20%,21.30%,13.40%,13.10%,-2.50%,-2.70%
WAS,2006,5,13.50%,13.50%,9.80%,10.00%,1.50%,1.60%
DEN,2006,5,-0.60%,0.00%,-9.80%,-9.80%,-4.60%,-4.70%
PIT,2006,5,-3.90%,-4.30%,-14.50%,-14.50%,-7.50%,-7.30%
ATL,2006,5,-9.10%,-9.50%,-22.00%,-21.70%,-9.80%,-9.90%
CIN,2006,5,2.30%,2.20%,2.00%,2.20%,2.40%,2.30%
SEA,2006,5,-2.40%,-2.00%,-5.00%,-4.90%,-2.70%,-2.70%
MIN,2006,5,-7.70%,-7.70%,-9.60%,-9.70%,-4.70%,-4.70%
CLE,2006,5,-13.60%,-13.50%,5.80%,5.90%,10.40%,10.50%
BUF,2006,5,-9.00%,-9.00%,6.20%,6.30%,0.00%,0.00%
NYJ,2006,5,3.00%,2.80%,18.60%,18.90%,-1.60%,-1.50%
SF,2006,5,2.70%,2.50%,17.20%,17.10%,-3.10%,-3.10%
TB,2006,5,-12.20%,-11.80%,4.50%,4.50%,-4.40%,-4.50%
DET,2006,5,-5.00%,-4.80%,15.00%,15.30%,-1.40%,-1.20%
GB,2006,5,-1.20%,-1.20%,12.80%,13.00%,-7.60%,-7.40%
MIA,2006,5,-22.30%,-22.40%,-5.40%,-5.60%,-4.90%,-5.10%
ARI,2006,5,-22.80%,-23.10%,7.50%,7.40%,-8.40%,-8.40%
TEN,2006,5,-24.90%,-24.90%,18.50%,18.40%,-2.70%,-2.70%
OAK,2006,5,-39.00%,-38.90%,8.80%,8.70%,-6.20%,-6.30%
HOU,2006,5,-15.00%,-15.20%,42.00%,42.00%,3.00%,3.10%
CHI,2006,6,2.40%,2.20%,-26.20%,-26.40%,12.90%,12.80%
SD,2006,6,21.90%,21.90%,-15.50%,-15.50%,2.10%,2.10%
PHI,2006,6,29.50%,29.50%,-10.40%,-10.50%,-2.30%,-2.40%
JAC,2006,6,6.20%,6.00%,-24.50%,-24.30%,-2.00%,-2.10%
NYG,2006,6,22.10%,22.10%,-2.50%,-2.60%,-0.20%,0.00%
DAL,2006,6,9.80%,9.70%,-18.60%,-18.70%,-4.50%,-4.40%
PIT,2006,6,10.20%,10.50%,-20.50%,-20.70%,-8.10%,-8.00%
NE,2006,6,20.40%,20.60%,5.90%,5.80%,3.20%,3.20%
BAL,2006,6,-14.20%,-14.30%,-27.30%,-26.80%,3.10%,3.10%
NO,2006,6,7.10%,7.40%,2.00%,2.30%,4.70%,4.70%
DEN,2006,6,-0.70%,-0.10%,-10.70%,-10.80%,-1.20%,-1.00%
IND,2006,6,22.20%,22.10%,12.50%,12.20%,-2.50%,-2.70%
CAR,2006,6,6.50%,6.90%,-3.20%,-3.20%,-3.90%,-4.00%
KC,2006,6,-7.70%,-7.60%,-4.20%,-4.10%,8.00%,8.10%
SEA,2006,6,2.60%,2.80%,-1.40%,-1.10%,-0.30%,-0.20%
WAS,2006,6,13.50%,13.90%,10.50%,10.50%,0.40%,0.40%
STL,2006,6,6.30%,6.70%,3.20%,3.40%,-1.40%,-1.50%
CIN,2006,6,-0.60%,-0.90%,1.40%,1.60%,2.90%,2.90%
ATL,2006,6,-13.60%,-14.10%,-15.80%,-15.70%,-7.20%,-7.10%
MIN,2006,6,-8.70%,-8.60%,-7.80%,-7.80%,-4.70%,-4.70%
CLE,2006,6,-14.70%,-14.50%,5.70%,5.70%,10.40%,10.50%
NYJ,2006,6,4.30%,4.10%,15.60%,15.80%,-1.50%,-1.40%
MIA,2006,6,-17.80%,-17.90%,-4.50%,-4.70%,-4.40%,-4.40%
BUF,2006,6,-12.00%,-12.10%,9.70%,9.90%,3.60%,3.50%
TB,2006,6,-8.30%,-8.00%,3.70%,3.60%,-6.30%,-6.30%
SF,2006,6,2.70%,2.40%,21.90%,22.20%,-1.20%,-1.30%
DET,2006,6,-5.60%,-5.50%,11.50%,11.50%,-3.90%,-3.80%
GB,2006,6,-1.90%,-1.90%,12.60%,12.90%,-7.60%,-7.40%
ARI,2006,6,-21.60%,-21.70%,-6.20%,-6.60%,-12.90%,-13.00%
TEN,2006,6,-17.30%,-17.00%,15.80%,15.60%,-2.40%,-2.30%
HOU,2006,6,-18.60%,-18.70%,36.00%,35.90%,1.70%,1.70%
OAK,2006,6,-39.80%,-39.40%,8.00%,8.00%,-7.40%,-7.60%
CHI,2006,7,2.00%,1.90%,-24.90%,-25.20%,12.90%,12.80%
PHI,2006,7,28.70%,28.60%,-11.90%,-12.00%,-2.30%,-2.30%
SD,2006,7,17.60%,17.60%,-8.70%,-8.60%,4.30%,4.30%
NYG,2006,7,23.50%,23.60%,-6.50%,-6.80%,0.30%,0.30%
NE,2006,7,19.10%,19.20%,3.10%,2.70%,4.10%,4.10%
PIT,2006,7,13.70%,14.30%,-13.00%,-12.90%,-8.60%,-8.60%
DAL,2006,7,3.90%,3.80%,-15.90%,-15.90%,-3.60%,-3.50%
BAL,2006,7,-14.80%,-15.00%,-26.70%,-26.50%,3.10%,3.10%
JAC,2006,7,-1.20%,-1.30%,-16.50%,-16.20%,-2.70%,-2.60%
DEN,2006,7,0.30%,0.40%,-12.50%,-12.80%,-2.40%,-2.20%
NO,2006,7,6.60%,6.80%,1.40%,1.90%,4.70%,4.80%
IND,2006,7,24.80%,24.80%,9.40%,9.30%,-6.20%,-6.50%
KC,2006,7,-1.70%,-1.60%,-7.60%,-7.60%,3.10%,3.10%
CAR,2006,7,6.60%,7.00%,-1.40%,-1.40%,-2.90%,-3.00%
CIN,2006,7,2.20%,2.10%,-0.20%,0.10%,1.60%,1.50%
MIN,2006,7,-8.80%,-8.80%,-13.50%,-13.60%,-1.40%,-1.30%
STL,2006,7,4.90%,5.30%,3.40%,3.70%,-1.40%,-1.50%
SEA,2006,7,-4.10%,-4.40%,-1.90%,-1.70%,-1.40%,-1.30%
WAS,2006,7,9.20%,9.20%,15.90%,16.00%,1.70%,1.70%
ATL,2006,7,-7.30%,-7.30%,-6.20%,-6.10%,-4.30%,-3.90%
NYJ,2006,7,9.40%,9.10%,17.70%,17.90%,-0.20%,-0.10%
CLE,2006,7,-14.30%,-14.30%,4.20%,4.10%,9.10%,9.20%
TB,2006,7,-10.20%,-9.80%,3.00%,3.10%,-2.80%,-2.90%
GB,2006,7,-2.00%,-2.00%,9.30%,9.40%,-5.40%,-5.30%
MIA,2006,7,-17.90%,-17.90%,-4.80%,-4.80%,-4.10%,-4.10%
DET,2006,7,-1.70%,-1.70%,15.00%,15.00%,-3.90%,-3.70%
SF,2006,7,2.60%,2.30%,22.10%,22.30%,-1.20%,-1.30%
BUF,2006,7,-14.60%,-14.90%,8.60%,8.70%,2.30%,2.20%
HOU,2006,7,-7.30%,-7.20%,28.90%,28.50%,1.60%,1.60%
ARI,2006,7,-28.00%,-28.20%,-6.30%,-6.70%,-12.90%,-13.10%
TEN,2006,7,-19.20%,-18.80%,15.80%,15.80%,-2.40%,-2.40%
OAK,2006,7,-36.40%,-36.00%,0.70%,0.60%,-4.40%,-4.60%
CHI,2006,8,2.40%,2.30%,-27.80%,-27.90%,14.10%,14.20%
PHI,2006,8,26.30%,26.10%,-11.90%,-11.90%,-2.10%,-2.20%
NYG,2006,8,18.10%,18.20%,-13.40%,-13.80%,1.20%,1.30%
SD,2006,8,24.10%,24.20%,-2.60%,-2.30%,5.80%,5.90%
NE,2006,8,20.30%,20.30%,-2.10%,-2.40%,2.30%,2.20%
DAL,2006,8,7.30%,7.00%,-13.70%,-13.70%,-0.70%,-0.60%
BAL,2006,8,-11.00%,-11.10%,-27.30%,-27.20%,2.70%,2.60%
JAC,2006,8,-1.40%,-1.40%,-18.70%,-18.80%,-1.40%,-1.30%
PIT,2006,8,1.70%,1.90%,-20.50%,-20.60%,-7.70%,-7.60%
IND,2006,8,31.50%,31.60%,14.50%,14.50%,-3.70%,-3.80%
KC,2006,8,1.30%,1.40%,-9.70%,-9.40%,1.80%,1.60%
DEN,2006,8,9.20%,9.50%,-5.00%,-4.90%,-1.80%,-1.70%
CIN,2006,8,7.50%,7.50%,5.80%,6.00%,3.60%,3.70%
CAR,2006,8,7.50%,7.60%,1.20%,1.20%,-5.40%,-5.50%
NO,2006,8,0.70%,0.60%,3.90%,4.30%,3.80%,3.90%
STL,2006,8,4.90%,5.20%,6.60%,7.00%,-1.60%,-1.60%
ATL,2006,8,-0.90%,-0.50%,-1.80%,-1.30%,-4.60%,-4.40%
WAS,2006,8,8.10%,7.70%,15.40%,15.60%,1.70%,1.70%
CLE,2006,8,-12.80%,-12.90%,-3.30%,-3.50%,3.60%,3.50%
GB,2006,8,6.00%,6.40%,8.80%,8.80%,-3.10%,-3.00%
MIN,2006,8,-15.30%,-15.40%,-8.70%,-8.80%,-1.10%,-1.00%
NYJ,2006,8,3.20%,2.90%,16.50%,16.60%,2.80%,2.80%
SEA,2006,8,-6.60%,-6.70%,5.30%,5.50%,-1.20%,-1.20%
TB,2006,8,-16.90%,-16.70%,-3.00%,-3.10%,-3.00%,-3.00%
MIA,2006,8,-17.90%,-17.80%,-4.50%,-4.50%,-4.10%,-4.10%
BUF,2006,8,-14.00%,-14.50%,8.90%,9.10%,2.30%,2.30%
DET,2006,8,-4.20%,-4.20%,14.50%,14.50%,-3.90%,-3.90%
SF,2006,8,-3.50%,-3.50%,22.70%,22.90%,-2.70%,-2.60%
TEN,2006,8,-20.90%,-20.50%,12.90%,12.60%,1.40%,1.60%
OAK,2006,8,-39.20%,-39.10%,-7.60%,-7.80%,-2.20%,-2.20%
HOU,2006,8,-7.30%,-7.00%,26.40%,26.00%,-1.80%,-1.90%
ARI,2006,8,-26.40%,-26.10%,2.20%,1.90%,-11.40%,-11.60%
PHI,2006,9,26.10%,25.80%,-12.20%,-12.20%,-2.10%,-2.30%
CHI,2006,9,-3.30%,-3.70%,-25.00%,-24.70%,11.80%,11.20%
SD,2006,9,24.80%,25.20%,-5.00%,-4.40%,2.50%,2.60%
NYG,2006,9,19.50%,19.00%,-12.50%,-12.30%,-0.30%,0.30%
JAC,2006,9,-0.30%,-1.30%,-22.60%,-22.60%,0.00%,0.40%
BAL,2006,9,-7.30%,-7.20%,-23.90%,-22.80%,5.10%,5.40%
NE,2006,9,16.40%,17.00%,-3.40%,-3.90%,1.30%,1.10%
DEN,2006,9,13.00%,15.70%,-5.20%,-4.40%,0.60%,0.80%
DAL,2006,9,8.30%,8.30%,-11.50%,-12.30%,-3.00%,-2.70%
IND,2006,9,29.40%,30.10%,9.50%,8.30%,-4.30%,-5.00%
PIT,2006,9,4.60%,4.10%,-16.70%,-17.00%,-8.20%,-7.80%
KC,2006,9,2.80%,4.20%,-6.60%,-6.50%,3.00%,3.30%
NO,2006,9,4.50%,5.30%,2.90%,3.70%,3.50%,3.70%
CIN,2006,9,10.90%,11.20%,9.70%,11.10%,2.00%,1.80%
CAR,2006,9,6.70%,7.90%,0.90%,0.80%,-5.40%,-5.70%
WAS,2006,9,11.40%,11.20%,17.40%,17.90%,1.90%,2.30%
STL,2006,9,5.60%,6.30%,8.20%,10.40%,-1.60%,-2.00%
MIN,2006,9,-18.10%,-18.20%,-12.50%,-12.60%,-0.80%,-0.50%
GB,2006,9,4.50%,5.10%,8.10%,8.10%,-3.70%,-2.50%
CLE,2006,9,-16.10%,-15.60%,-1.60%,-1.20%,7.10%,7.10%
ATL,2006,9,-2.20%,-2.60%,0.10%,1.80%,-5.30%,-5.20%
